"","COMID","Order","Ct_Area","Ws_Area","FertCat","BFICat","Ws_CnDn","Ws_MnDn","Ws_DmDn","Ws_DmNr","Ct_Elev","W_NPDES","Ws_SFDn","Ws_TRI","W_B_TRI","Ct_Ag_K","Ct_Kf","Ct_NnCr","Ct_PctS","Ct_PctA","Ws_PctC","Ws_PctA","Ws_MD_1","W_NABDN","Ct_Ow","Ws_Ow","Ct_B_Cr","Ws_B_Ow","Ws_B_Bl","Ct_Ps97","Ct_Pr10","Ct_Tmx10","Ct_Tmn10","Ct_B_RD","Ct_RdCr","Ct_RdCS","Ws_RdCr","Ws_RdCS","Ct_Rnff","Ct_Om","Ct_Perm","Ct_RckD","Ct_WtDp","Ct_B_Pp","Ws_B_Pp","Ct_WtIn","Ws_WtIn","Ct_CaO","BIO17_x","HUC8_B1","PctGlTC","PctGlLC","PctGlTW","PctGlLW","PctElWs","PLLUC10","PHLUC10","PFrC100","PHGC100","PWtC100","PLLUW10","PHLUW10","PWtW100"
"9.6644",3629187,10,1.9395,1740468.985,0,24,0.03634546,0.047208288,0.014400442,71683.18289,116.977768,0.00048439,0.000677217,0.004795694,0.002598372,0,0.222464037,0,0,0,2.534557,9.325274806,0.000633657,75009.06022,76.61253,1.695533,0,0.476085017,0.360745879,4.24362112,1089.365359,19.46695816,13.33605195,0.993813201,0,0,0.32120423,0.00330741,244,0.45,3.02,139.24,136.68,8.171404542,14.81553134,1152.169374,851.1022403,21.93282,197,249.611223,0,0,29.141302331,5.921358809,11.956690327,0,0,17.92717087,0,66.66666667,3.691607299,0.317615142,7.158091171
"9.6645",3629201,4,0.8847,1740609.194,2.807731434,24,0.03634255,0.047204444,0.014398108,71677.27718,115.4097965,0.00048377,0.000677162,0.004794723,0.002598168,0.006134283,0.124181078,0,0,48.0162767,2.53381598,9.330470724,0.000633605,75002.87654,47.50763,1.695484,2.631578947,0.476112258,0.360596027,21.96535482,1088.512495,19.51022574,13.36338098,0.157809908,0,0,0.321195592,0.003307252,244,1.199947917,3.133837209,146.0495349,88.8994186,5.140577991,14.81375283,1093.126144,851.1103697,32.63685,197,249.611223,0,0,29.140175577,5.920876658,11.95794464,0,0,10.81871345,0,86.54970761,3.692236837,0.317782331,7.158977078
"9.6647",3629225,4,0.1269,81.9396,4.510638298,23,0,0,0.012204111,2604.260211,113.3351064,0,0,0,0,0.023829787,0.276312057,0,0,7.80141844,18.98752252,61.49114714,0,2604.260211,91.48936,2.219806,100,0.766044627,0.004453748,68.38787609,1085.940641,19.68425307,13.5146069,0.877557814,0,0,0.390531562,0.001545875,244,1.66,3.24,152.4,44.34,9.861942078,6.597381554,1502.978723,953.3507754,11.77275,199,249.611223,0,0,1.669522429,0,17.27077018,0,0,0,0,0,3.514007037,1.901750323,10.127822563
"9.6648",3629229,10,3.0069,1740727.616,7.269679737,23,0.03634006,0.047201198,0.01439944,71672.45112,115.1198683,0.000484317,0.000677115,0.004794974,0.002597853,0.017638432,0.077506735,0,0,1.765938342,2.536589826,9.32985009,0.000634142,74997.79455,48.1293,1.6958,0.846023689,0.476069157,0.361035526,53.7822995,1086.732266,19.64393125,13.47247958,0.067492647,0,0,0.321211082,0.003307517,244,0.824912281,4.818297414,152.4,102.8069289,14.32138228,14.81438762,1284.662077,851.101229,11.94956,198.833333333333,249.611223,0,0,29.138171649,5.920469488,11.959156362,0,0,67.851099831,0,31.302876478,3.692109168,0.317745492,7.158613936
"9.6650",3629237,10,4.896,1740816.168,7.891911765,23,0.03633819,0.047198771,0.014399281,71668.88953,113.9284651,0.000484292,0.00067708,0.004794728,0.002597642,0.028931985,0.108213235,0,0,33.49264706,2.537362829,9.332438746,0.00063411,74994.06197,61.10294,1.696004,13.22674419,0.476252916,0.361018045,46.81796246,1086.211861,19.67131351,13.52414539,0.410906692,0,0,0.321213124,0.003307422,244,1.38,3.803372302,152.4,65.20973471,12.46064911,14.81375466,1198.515993,851.1071807,0.9678111,199,249.611223,0,0,29.136752785,5.920165053,11.959363166,0.290697674,0.726744186,28.633720935,0,18.677325585,3.692071086,0.317864326,7.159044914
"9.6651",3629241,10,2.3724,1740846.143,11.91426404,23,0.03633759,0.04719795,0.01439903,71667.6421,113.6840857,0.000484284,0.000677069,0.004794644,0.002597577,0.07146434,0.195625948,0,0,0,2.537333717,9.332657707,0.000634679,74992.75666,52.6176,1.696065,24.51923077,0.476240995,0.361015631,63.26174058,1087.265165,19.65865397,13.51909581,1.082457833,0,0,0.321214487,0.003307442,244,1.216654768,4.097370558,152.4,76.10069543,10.3835536,14.81361411,1293.452959,851.1068512,0.88225,199,249.611223,0,0,29.136674497,5.920062011,11.959862978,0.480769231,0,35.336538457,0,34.855769235,3.69217636,0.317886172,7.159158775
"9.6652",3629247,10,0.0765,1741192.273,0,23,0.03633038,0.047188465,0.014404264,71669.63872,112.4138824,0.000484187,0.000676932,0.004793681,0.00259672,0,0.134352941,0,0,0,2.54212285,9.330782344,0.000635713,74993.52081,91.76471,1.695929,0,0.476107824,0.360921109,65.25086407,1086.98999,19.68396568,13.54152489,1.049077034,0,0,0.321249416,0.003308438,244,1.66,3.24,152.4,44.34,9.861942078,14.81382098,1437.8,851.0761493,0.88225,199,249.611223,0,0,29.13081959,5.918872396,11.95873113,0,0,0,0,100,3.692083304,0.317838971,7.15719183
"9.6653",3629257,10,1.521,1741209.309,0,23,0.03633001,0.047187998,0.014404122,71668.92988,120.1718994,0.000484182,0.000676926,0.004793633,0.002596672,0,0.158633136,0,0,0,2.5425633,9.33069006,0.000635706,74992.7791,76.50888,1.695986,0,0.476118905,0.360928025,42.67068192,1087.107659,19.6686184,13.5236112,1.32311743,0,0,0.321250867,0.003308499,244,1.056610169,3.273756614,151.9667901,119.4540917,14.22520132,14.81386888,1024.57574,851.0746131,1.141096,200,249.611223,0,0,29.130531482,5.918813857,11.959100236,0,0,24.89082969,0,41.921397382,3.692036734,0.31783311,7.157097249
"9.6656",3629263,10,10.1475,1741222.723,19.26492239,22.49463415,0.03632966,0.047187631,0.01440401,71668.37178,147.0762945,0.000484759,0.000676921,0.004794176,0.002596661,0.136478049,0.31126031,0,0,2.501108647,2.542543501,9.330632135,0.000636282,74992.19511,18.56319,1.696085,9.104938272,0.476116758,0.361009815,102.9688227,1086.858458,19.59131352,13.44614238,1.204898923,0,0,0.321248966,0.003308482,244,0.792309392,3.283292032,151.8025567,142.1959907,48.17004148,14.81397266,849.2141907,851.0743081,25.22291,202,249.611223,0,0,29.130304635,5.918767766,11.959603788,3.395061728,3.086419753,28.7037037,3.240740741,28.549382713,3.692034653,0.317868751,7.15712622
"9.6658",3629267,10,3.1338,1741243.964,9.358701895,21,0.03632928,0.047187049,0.014404413,71667.50373,131.1193366,0.000484753,0.000676912,0.004794117,0.002596629,0.078141872,0.283957496,0,0,6.863871338,2.542523537,9.331454142,0.000636274,74991.27032,42.1884,1.696171,8.996539792,0.476113285,0.361005424,53.71573315,1081.607127,19.69145053,13.54584953,0.984518914,0.31910141,3.19e-06,0.321248493,0.003308443,244,0.583035622,3.41631038,151.7419784,163.0659764,54.57905226,14.81399203,1114.013211,851.076005,22.84003,202,249.611223,0,0,29.129945407,5.918694779,11.959605633,2.76816609,18.339100341,34.60207612,0,35.294117646,3.692049666,0.317941681,7.157104389
"9.6659",3629317,4,0.0288,165.1698,0,24,0,0,0.006054376,74.67951163,116.0803125,0,0,0,0,0,0.014375,0,0,0,14.73665283,50.04904044,0,0,12.5,1.232005,0,0.596520298,1.215133941,31.76664646,1087.379589,19.44506025,13.35943255,1.110217214,0,0,0.43591504,0.004796894,244,1.66,3.24,152.4,44.34,5.140577991,8.367644348,957.34375,872.6472739,36.51774,197,249.611223,0,0,8.642560565,0,24.42377481,0,0,34.61538462,0,65.384615386,8.644020989,1.463684065,7.586302127
"9.6661",3629323,4,1.0845,1740559.173,1.202489627,24,0.03634359,0.047205816,0.014398526,71679.35944,116.3060249,0.000483784,0.000677181,0.004794862,0.002598254,0.004879668,0.137925311,0,0,16.18257261,2.533435528,9.329598497,0.000633623,75005.0554,34.19087,1.695495,5.507246377,0.476123093,0.360607996,17.61125489,1088.351166,19.48495559,13.3563831,0.147556688,0,0,0.321197353,0.003307313,244,1.66,3.24,152.4,44.34,5.140577991,14.81406965,981.626556,851.1106854,36.51774,197,249.611223,0,0,29.140604996,5.92104866,11.957541177,0,0,13.91304348,0,80.579710149,3.692194109,0.317774661,7.158642014
"9.6662",3629327,4,0.234,1740557.758,13.8,24,0.03634362,0.047205855,0.014398538,71679.41837,116.8508462,0.000483784,0.000677182,0.004794866,0.002598258,0.022346154,0.074653846,0,0,7.307692308,2.533437611,9.329595976,0.000633624,75005.11707,31.15385,1.695462,13.79310345,0.476123795,0.360608527,11.14762621,1087.817049,19.46281113,13.36171843,1.110217214,0,0,0.321197615,0.003307316,244,1.66,3.24,152.4,44.34,5.140577991,14.81408391,992.8346154,851.1105495,36.51774,197,249.611223,0,0,29.140628954,5.921053527,11.957550956,0,0,12.4137931,0,73.79310345,3.692199552,0.317775129,7.15853167
"9.6663",3629943,10,13.4577,1741359.296,18.75837625,20.05216345,0.03632679,0.04718389,0.014406351,71665.03055,114.2422424,0.000485301,0.000676867,0.004794377,0.00260006,0.121616398,0.215996121,0,0,33.89286431,2.544261289,9.332318848,0.000636812,74986.65778,27.89407,1.696561,12.14600378,0.476238139,0.361148836,98.43442513,1071.566072,19.76983093,13.62339824,0.874088706,0,0,0.321262821,0.003308604,248.0109677,1.073296535,4.349668046,152.4,85.72974238,18.22737416,14.81596928,1008.703872,851.075867,11.93101,205,249.611223,0,0,29.12829763,5.918298526,11.960897026,0.062932662,0,48.33228446,5.22341095,8.181246067,3.692351307,0.318037554,7.156639656
"9.6665",3630817,10,0.1143,1741244.079,0.346456693,21,0.0363293,0.047187046,0.014404412,71667.49898,112.5200787,0.000484753,0.000676912,0.004794117,0.002596629,0.002834646,0.227401575,0,0,0,2.542523369,9.331453523,0.000636274,74991.26535,77.95276,1.696176,0,0.47611819,0.361005379,50.67499937,1077.464844,19.77840424,13.64406967,0.464986533,0,0,0.321248472,0.003308443,244,0.82,4.82,152.4,102.87,71.61231127,14.81399918,1376.740157,851.0760399,1.104565,202,249.611223,0,0,29.129943479,5.918694386,11.959604839,0,0,44.73684211,0,15.789473687,3.692049202,0.31794164,7.157105474
"9.6667",3630823,10,1.6128,1741292.72,1.462611607,21,0.03632827,0.047185713,0.014404585,71665.50963,112.6855692,0.000484739,0.000676893,0.004793982,0.002596511,0.00625,0.132354911,0,0,29.46428571,2.543042379,9.332354501,0.000636256,74989.14778,75.89286,1.696221,0.958466454,0.476108558,0.36098904,41.80242287,1074.692134,19.77363305,13.6399409,1.057336312,0,0,0.321251558,0.003308435,244.1651786,1.37958457,3.8404,152.4,66.5814,34.98450321,14.81370535,1041.330915,851.0765804,11.69601,202.25,249.611223,0,0,29.129423389,5.918527259,11.959945189,0,0,43.76996805,0.638977636,46.006389778,3.692044298,0.317945456,7.156865635
"9.6668",3630825,10,2.1042,1741297.681,3.937553465,20.84944397,0.03632817,0.047185578,0.014404544,71665.30324,112.8494825,0.000484738,0.000676891,0.004793968,0.002596501,0.012322498,0.221706587,0,0,27.75876818,2.543035056,9.332361534,0.000636254,74988.93182,54.27716,1.696297,2.30125523,0.47615925,0.360995516,47.07180537,1071.579236,19.77846487,13.64274758,0.245066908,0,0,0.321250643,0.003308426,246.1522669,1.615336323,3.327664516,152.4,47.58747097,11.44825976,14.81384122,1088.590248,851.0769467,14.13763,203,249.611223,0,0,29.129339496,5.918510214,11.96000641,0,0,60.041841,8.577405858,1.673640167,3.692029279,0.317951114,7.156877234
"9.6670",3630829,10,2.0268,1741345.838,3.865008881,20.9982238,0.03632716,0.047184258,0.014406463,71665.59042,112.0543694,0.000485305,0.000676872,0.004794414,0.002600073,0.009404973,0.086265542,0,0,0,2.544281165,9.332126977,0.000636817,74987.2436,72.11368,1.696356,25.55282555,0.476186694,0.361067658,43.91349083,1071.119002,19.79221086,13.64604637,1.324278876,0,0,0.321265304,0.00330863,244,1.547029703,3.471056636,152.4,52.89933221,46.11092768,14.81595134,1344.966696,851.0746355,18.67692,204,249.611223,0,0,29.128525176,5.91834476,11.960953426,0,0,33.66093366,0,3.194103194,3.692370397,0.318039226,7.156634267
"9.6674",4872015,6,0.2574,363051.8136,0.178321678,15,0.02034837,0.007304742,0.01046958,35563.41476,151.5929021,0.000787766,0.000727169,0.008315617,0.005251429,0.001258741,0.203531469,0,0,42.65734266,0.283861631,4.111689886,0.001145842,40326.38743,66.78322,3.249289,0,0.402362828,0.064595931,4.252929267,954.3289616,18.14051096,12.18818639,6.793523312,0,0,0.3685507,0.002439615,275,0.45,2.88,151.63,137.31,263.9004435,23.81066226,1391.41958,907.8842583,5.994558,141.75,88.06156854,0,0,63.835511772,19.019811858,1.110846317,43.58974359,17.94871795,38.46153846,0,0,5.789191174,0.524746827,13.342663112
"9.6675",5002753,7,4.6971,37427.3694,28.954589,14.97489941,0.03412676,0.046169422,0.019584598,11352.01699,172.9057252,0.000854989,0.000614524,0.005851333,0.001722425,0.115437823,0.337112474,0,0,53.63096379,0.021362976,3.256718865,0.001042018,10720.26474,9.120521,1.3009,42.70152505,0.195822499,0.116470379,48.11792206,996.7376685,16.93021093,11.50289417,4.54033604,0.21289732,0.000145134,0.363236856,0.002278898,243.9471163,0.777421384,1.575086019,150.2100771,121.8334744,48.11121096,23.1855912,784.7260011,900.386861,16.50109,119.8,253.2661578,46.02414256,0,87.11350122,7.758076367,0.580128402,25.054466226,0,5.010893246,1.960784314,25.272331154,5.787227461,0.412951396,7.634528283
"9.6676",5007665,7,0.3393,37427.7087,3.145888594,14.75066313,0.03412645,0.046169003,0.019584421,11351.91407,158.7564456,0.000854982,0.000614518,0.00585128,0.001722413,0.009549072,0.245198939,0,0,29.17771883,0.021362782,3.256953851,0.001042009,10720.16755,33.95225,1.301196,9.523809524,0.195889979,0.116469537,7.433816793,997.7259816,16.97373739,11.56729669,5.086270923,0,0,0.363233563,0.002278877,251.4748011,0.73,1.5,150.11,123.59,127.3030087,23.1863444,879.596817,900.3866725,24.79211,119,253.2661578,3.713527851,0,87.11274516,7.758006036,0.580123143,7.142857143,0,14.285714281,0,59.52380952,5.787237267,0.412948409,7.634903657
"9.6722",5087450,4,1.0008,76.2975,16.87230216,10.22392086,0,0.616009699,0.078639536,42809.46348,142.3634083,0,0,0.052426357,0,0.130521583,0.41,0,0,0,0,0,0,11252.03421,0,1.96992,30.24193548,0.072350175,0.789822742,13.79375258,1109.501686,19.28945913,13.47096136,0.777257701,0,0,0.576689931,0.003139966,326,0.5,2.25,152.4,84.58,6.819583285,18.61411978,840.2032374,865.5914597,12.06018,207,43.02830032,100,0,96.17693896,3.823061044,0,0,0,69.75806452,0,0,5.040395515,0.024116725,0
"9.6738",5087482,4,3.2562,84.7359,15.17634052,10.88529574,0,0.590068672,0.070808241,38546.29549,139.8221006,0,0,0.047205494,0,0.117401879,0.41,0,0,0,0,0,0,10131.50365,0.2211166,1.860841,1.088270859,0.199439414,0.706123329,35.00685778,1108.125103,19.27614934,13.45011061,1.789764869,0.307106443,3.07e-06,0.554664552,0.003012554,326,0.5,2.25,152.4,84.58,6.819583285,17.36422442,828.6163626,859.7379529,12.06018,207.833333333333,43.02830032,100,0,96.55765738,3.44234262,0,1.330108827,0,74.84885127,22.73276905,0,4.856619232,0.021561018,0
"9.6751",5087512,4,0.4203,85.8618,38.4732334,11,0,0.582331141,0.069879737,38040.84051,132.6872163,0,0,0.046586491,0,0.297623126,0.41,0,0,0,0,0,0,9998.649923,0,1.836439,22.9787234,0.193950831,0.686690779,82.84640073,1106.670208,19.29694999,13.42352641,1.789319504,0,0,0.559037896,0.003109821,326,0.5,2.25,152.4,84.58,6.819583285,17.07403537,934.2826552,859.6254376,12.06018,208,43.02830032,100,0,96.60279659,3.397203413,0,0,0,37.0212766,40.000000004,0,4.780625885,0.020967657,0
"9.6760",5087530,4,1.4859,113.247,34.47728649,11,0,1.006649183,0.052981536,28841.86813,138.722974,0,0,0.035321024,0,0.266711084,0.41,0,0,0,0,0,0,7580.793134,0.7268322,1.875546,14.9068323,0.17466232,0.508461419,72.16814925,1105.490319,19.30639773,13.42649339,0.319201759,0,0,0.512154847,0.002653247,326,0.5,2.25,152.4,84.58,6.819583285,14.4074172,824.5360388,853.0023126,12.06018,208.666666666667,43.02830032,100,0,97.42430263,2.575697369,0,0,0,63.97515528,17.701863355,3.416149068,4.374320757,0.034932464,0.058220773
"9.6761",5087532,4,0.1269,114.8859,16.16312057,11,0,0.992288871,0.05222573,28430.42567,131.2975177,0,0,0.034817153,0,0.125035461,0.41,0,0,0,0,0,0,7472.649646,0,1.858975,20.37037037,0.170790952,0.497191438,121.5089287,1106.188599,19.31612396,13.42108822,0,0,0,0.504848724,0.002615397,326,0.5,2.25,152.4,84.58,6.819583285,14.23923385,977.8156028,852.8625863,12.06018,209,43.02830032,100,0,97.46104613,2.538953866,0,0,0,51.85185185,0,27.77777778,4.277364506,0.03415819,0.159404888
"9.6773",5087556,4,1.4184,119.1276,38.5393401,11,0,0.956957078,0.050366162,27418.12175,133.8622335,0,0,0.033577441,0,0.298134518,0.41,0,0,0,0,0,0,7206.575806,0,1.817715,33.57314149,0.184102231,0.472890044,78.47523866,1105.404703,19.32271889,13.42790548,0.029114481,0,0,0.50366162,0.002677291,326,0.5,2.25,152.4,84.58,6.819583285,13.87658108,915.7887056,851.1150842,12.06018,209,43.02830032,100,0,97.55144903,2.448550966,0,0,0,54.67625899,11.75059952,0,4.151324814,0.032488629,0.16966284
"9.6777",5087564,4,1.3554,122.0607,43.74435591,11.6002656,0,0.933961545,0.049155871,26759.26846,134.4812284,0,0,0.032770581,0,0.338399734,0.41,0,0,0,0,0,0,7033.402889,0.3320053,1.777722,26.92307692,0.189214759,0.459020989,76.95384316,1104.533361,19.33660345,13.43291246,0.009666193,0,0,0.499751353,0.002699292,326,0.5,2.25,152.4,84.58,6.819583285,13.66961142,871.4043825,850.1332886,12.06018,209,43.02830032,100,0,97.61028734,2.389712659,0,0,0,51.15384615,15.76923077,5,4.057605382,0.031535793,0.210238621
"9.6786",5087582,4,0.9756,124.0821,46.79059041,12,0,0.91874654,0.048355081,26323.33785,133.1342712,0,0,0.032236721,0,0.361964945,0.41,0,0,0,0,0,0,6918.822941,0.9225092,1.75674,57.92349727,0.184760667,0.448215691,71.52593496,1104.005118,19.35513516,13.43173143,1.684218018,0,0,0.507728351,0.002870483,326,0.520876384,2.26095941,152.4,83.27461255,9.332122946,13.70000513,871.5009225,849.5145174,11.87028,209,43.02830032,100,0,97.64921774,2.350782264,0,0,0,25.68306011,7.650273224,8.743169399,4.122900058,0.030793444,0.260033531
"9.6798",5087606,4,0.4473,125.973,19.08853119,12,0,0.904955824,0.047629254,25928.21509,129.3552918,0,0,0.031752836,0,0.147665996,0.41,0,0,0,0,0,0,6814.968922,0,1.760377,11.36363636,0.180420982,0.437687939,62.99813256,1103.959325,19.36160388,13.43429242,0.08306694,2.235636038,0.000279097,0.523921793,0.00305696,326,1.180060362,2.501529175,152.4,54.62008048,46.95662569,14.17942526,917.5352113,848.7880974,10.67862,209.5,43.02830032,100,0,97.68450382,2.315496178,0,6.25,0,60.79545455,7.954545455,13.63636364,4.119612429,0.030070164,0.33411293
"9.6808",5087626,4,0.3591,127.647,28.29323308,12,0,0.893087969,0.04700463,25588.18492,126.7601003,0,0,0.03133642,0,0.210952381,0.393659148,0,0,0,0,0,0,6725.595431,0,1.737291,27.80748663,0.175901495,0.426723998,104.4004304,1103.593267,19.37125589,13.43360256,0.04530924,0,0,0.51705093,0.00301687,326,1.224511278,2.517969925,152.4,52.66180451,48.61910674,15.04212812,1016.541353,848.5663541,10.67862,210,43.02830032,100,0,97.71486991,2.285130085,0,0,0,55.0802139,3.20855615,13.90374332,4.052249259,0.039089221,0.410436822
"9.6819",5087648,4,0.3375,129.1275,36.32266667,12,0,0.882848348,0.046465703,25294.80583,125.9934667,0,0,0.030977135,0,0.253573333,0.370213333,0,0,0,0,0,0,6648.483708,0,1.721554,38.96103896,0.178599904,0.417796205,162.0591362,1103.377121,19.36618765,13.42882447,0,0,0,0.511122728,0.002982281,326,1.10736,2.47464,152.4,57.82288,48.61910674,15.7446157,1021.269333,848.2273776,10.67862,210,43.02830032,100,0,97.74106987,2.258930127,0,0,0,51.94805195,0,9.090909091,4.056769256,0.038271408,0.446499761
"9.6821",5087652,4,0.6435,131.5971,35.35804196,12,0,0.866280488,0.04559371,24820.11412,130.7058881,0,0,0.037994758,0,0.254895105,0.381188811,0,0,0,0,0,0,6523.715796,1.258741,1.714551,18.70967742,0.184860258,0.410452438,85.30249536,1103.273281,19.36276405,13.42503847,5.229101835,0,0,0.501530809,0.002926314,326,0.888993007,2.397272727,152.4,67.03818182,48.61910674,16.3211538,863.7846154,848.27268,10.67862,210.333333333333,43.02830032,100,0,97.78346179,2.216538206,0,0,0,41.93548387,39.35483871,0,3.997994736,0.037598697,0.454317584
"9.6842",5087696,4,1.6542,134.9028,24.36615887,12,0,0.845052883,0.044476468,24211.91436,126.5793852,0,0,0.037063723,0,0.172823721,0.375223069,0,0,0,0,0,0,6363.856643,0.6528836,1.687882,25.35211268,0.17890715,0.39723452,86.98858174,1103.03007,19.36422059,13.41839838,3.094756104,1.81356547,1.81e-05,0.518892121,0.002933431,326,1.23,2.52,152.4,52.42,47.70860335,17.3455719,891.5364527,847.6786887,7.401482,210,43.02830032,100,0,97.83777653,2.162223468,0,7.922535212,0,37.85211268,24.823943663,4.049295774,4.060282612,0.054581842,0.509430529
"9.6854",5088312,4,0.1584,135.0612,36.13636364,12,0,0.844061803,0.044424305,24183.51858,123.7159659,0,0,0.037020255,0,0.252272727,0.37,0,0,0,0,0,0,6356.393102,0,1.685902,65,0.178474197,0.396273217,53.95583283,1102.991724,19.37518597,13.42053819,1.648905851,0,0,0.518283563,0.002929991,326,1.23,2.52,152.4,52.42,19.2028284,17.35006644,937.8806818,847.7844777,1.496814,211,43.02830032,100,0,97.84031239,2.159687608,0,0,0,10,1.25,23.75,4.050456773,0.054449755,0.565672454
"9.6855",5088314,4,0.0216,250.3134,6.625,12,0,2.053425825,0.035954927,14423.50254,121.7029167,0,0,0.019974959,0,0.04625,0.37,0,0,0,0,0,0,3833.783729,0,2.105161,12.5,0.230212459,0.255574848,37.4920311,1103.052694,19.37991071,13.42039529,1.126807094,0,0,0.479399025,0.002556792,326,1.23,2.52,152.4,52.42,12.30271373,26.65883715,1388,840.260044,1.496814,211,43.02830032,100,0,98.83470082,1.165299181,0,0,0,37.5,0,50,5.343660378,0.238016271,1.090582749
"9.6860",5088340,4,6.4458,264.1887,36.06101648,12,0,1.972075263,0.037851732,13955.44821,135.4212762,0,0,0.018925866,0,0.255633901,0.375032114,0,0,0,0,0,0,3632.431819,0.3909522,2.052851,8.946322068,0.224753343,0.249514304,67.0355793,1103.314543,19.34379326,13.42803496,1.52560229,0,0,0.46557631,0.002426938,326,0.596609886,2.842828819,152.0095169,117.1209662,5.819190689,26.71482026,827.1640603,840.9149358,4.873662,211,43.02830032,98.38034069,1.619659313,98.85638561,1.143614394,0,0.198807157,0,53.87673956,19.28429423,17.693836978,5.260751971,0.2323721,1.291379376
"9.6868",5088356,10,0.171,1741387.509,0,18.84736842,0.03632631,0.047183117,0.014406115,71663.85685,114.1833158,0.000485293,0.000676856,0.004794298,0.002600012,0,0.257263158,0,0,0,2.544254363,9.33355167,0.000636802,74985.42968,0,1.696586,0,0.476262232,0.36114292,54.1435776,1073.566165,19.81691394,13.66699282,0,0,0,0.321261636,0.003308552,326,0.81,4.74,152.4,102.87,13.86838851,14.81583011,948.0631579,851.0798902,27.57007,205.25,43.02830032,0,0,29.127827583,5.9182016,11.960701139,0,0,1.801801802,0,98.1981982,3.692319802,0.318036064,7.156619854
"9.6869",5088358,4,1.5174,272.97,32.00118624,12,0,1.915961461,0.036634062,13506.50885,129.463707,0,0,0.018317031,0,0.23168446,0.38544484,0,0,0,0,0,0,3515.578415,0,1.993736,6.852791878,0.218838671,0.242948017,85.15291106,1103.821217,19.36876838,13.43726623,0.367688128,0,0,0.454262373,0.002367318,326,0.82276987,2.604715302,152.1840154,86.70128707,5.039435133,26.17235989,877.9395018,840.4163106,2.031564,211,43.02830032,100,0,98.68447082,1.315529179,0,0,0,62.18274112,12.43654822,18.527918781,5.140854213,0.226256931,1.489215705
"9.6878",5088376,4,8.7408,117.6525,35.40609555,13.37778007,0,0.229489386,0,0,145.4921561,0,0,0,0,0.247174629,0.37,0,0,0,0,0,0,0,0,1.988143,9.830007391,0.147148204,0,61.11348565,1106.469276,19.38525336,13.45024161,0.099251843,0,0,0.543974841,0.0041991,326,0.270526153,3.188253707,151.6853398,161.6145119,7.098025519,7.217605562,761.8915774,845.2591777,7.128644,210,43.02830032,99.55724876,0.442751236,81.70051635,18.299483649,0,0.14781966,0,46.11973392,43.90243902,0,4.088160967,0.067176354,0
"9.6885",5088390,4,6.3504,291.9114,25.00524376,12.7305839,0,1.791639518,0.03425697,12630.1053,133.3915405,0,0,0.017128485,0,0.174564909,0.37,0,0,0,0,0,0,3287.461332,0,1.886874,26.04895105,0.205210254,0.227818163,53.09530164,1105.288311,19.37093616,13.438974,1.740116512,0.472411187,0.00044768,0.448766304,0.002279824,326,0.693292234,2.897380952,151.783468,114.236498,5.640043729,24.86823295,777.9676871,838.5552342,6.120178,212.444444444444,43.02830032,59.5946712,40.4053288,97.89083263,2.109167371,0,3.409090909,0,47.98951049,20.367132867,2.185314685,5.045041911,0.212166533,1.439949915
"9.6890",5088400,4,3.2616,144.0108,37.36616998,14,0,0.187485939,0.006943924,8102.670633,137.7616832,0,0,0,0,0.260858168,0.37,0,0,0,0,0,0,8102.670633,0.1379691,1.898608,27.65957447,0.128436356,0,79.67575113,1110.262782,19.50460501,13.50310192,0.359333651,0,0,0.499962503,0.004088489,326,0.565217991,2.984701987,151.903027,128.3535955,19.08004062,8.133813914,782.8029801,831.6154101,9.010047,210.25,43.02830032,12.30684327,87.69315673,82.25758068,17.742419323,0,0,0,44.68085106,27.65957447,0,3.896813685,0.057386457,0
"9.6895",5088410,10,3.6576,1756432.868,40.92125984,18.96432087,0.03666735,0.04785763,0.014387271,71303.28338,113.2885704,0.000492025,0.000677326,0.004799977,0.002589248,0.266766732,0.299643209,0,0,50.39370079,2.522315961,9.31589889,0.000635892,74783.32202,1.820866,1.698123,75.33783784,0.473072181,0.358021359,183.0517954,1075.911763,19.77541177,13.63102368,0.857568292,0.273403325,2.73e-06,0.322883391,0.00329856,326,0.810300197,4.742401575,152.4,102.87,20.4477658,14.95444036,1016.492126,852.0546214,3.59698,206,43.02830032,0,0,29.596506122,5.934470021,11.862140195,1.351351351,0,1.238738739,2.477477477,18.693693689,3.724781854,0.320315011,7.123646741
"9.6896",5088412,10,0.5202,1756433.388,43.51557093,19,0.03666739,0.047857616,0.014387267,71303.26203,113.1212803,0.000492025,0.000677325,0.004799976,0.002589246,0.267820069,0.3,0,0,100,2.522315206,9.315926036,0.000635892,74783.29963,0,1.698123,85.01872659,0.473071767,0.358021046,250.0414113,1075.444374,19.76318008,13.61013736,1.696994067,0,0,0.322883295,0.003298559,326,0.811245675,4.747058824,152.4,102.87,20.81684998,14.95444549,977.4740484,852.054659,0.864372,206.333333333333,43.02830032,0,0,29.596497259,5.934468245,11.862136644,1.498127341,0,1.872659176,0.74906367,10.86142322,3.724779905,0.320314731,7.123650012
