Type,NAWQA,NRSA,WSA,DRAINAGE,SLOP_PCT,ELEV_AVG,ELEV_MIN,ELEV_MAX,ELEV_RNG,ECO3_39,ECO3_45,PPTAVG_C,PPTAVG_B,T_AVG_C,T_AVG_B,T_MIN_B,T_MAX_B,C_Mnprecp,Mnprecip,WD_JAN,WD_MAR,WD_APR,WD_JUL,WD_AUG,Wetdays,ET,PET_B,FST32F_B,LST32F_B,TOPWET,RF,PERHOR,Wat_Tab,CLAYAVE,SANDAVE,KFACT_UP,NO10_AV,BDAVE,MgO_PCT,RECHARGE,Year,DoY,CHIRNTAX,CHIRPIND,CHIRPTAX,CRUSNTAX,CRUSPIND,CRUSPTAX,DIPTNTAX,DIPTPIND,DIPTPTAX,EPHENTAX,EPHEPIND,EPHEPTAX,EPOTNTAX,EPOTPIND,EPOTPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,MOLLNTAX,MOLLPIND,MOLLPTAX,NOINNTAX,NOINPIND,NOINPTAX,ODONNTAX,ODONPIND,ODONPTAX,OLLENTAX,OLLEPIND,OLLEPTAX,ORTHNTAX,ORTHPIND,ORTHPTAX,PLECNTAX,PLECPIND,PLECPTAX,TANYNTAX,TANYPIND,TANYPTAX,TRICNTAX,TRICPIND,TRICPTAX,ORTHCHIRPIND,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,TOTLNTAX,TotRich,EphemeropteraRich,EphemeropteraAbun,PlecopteraRich,PlecopteraAbun,TrichopteraRich,TrichopteraAbun,NonInsectRich,NonInsectAbun,ChironRich,ChironAbun,Top3Abun,Top5Abun,TraitRich,Volt_1Rich,Volt_2Rich,Volt_3Rich,Devl_1Rich,Devl_2Rich,Devl_3Rich,Sync_1Rich,Sync_2Rich,Life_1Rich,Life_2Rich,Life_3Rich,Exit_1Rich,Exit_2Rich,Desi_1Rich,Desi_2Rich,Disp_1Rich,Disp_2Rich,Flgt_1Rich,Flgt_2Rich,Drft_1Rich,Drft_2Rich,Drft_3Rich,Crwl_1Rich,Crwl_2Rich,Crwl_3Rich,Swim_1Rich,Swim_2Rich,Swim_3Rich,Atch_1Rich,Atch_2Rich,Armr_1Rich,Armr_2Rich,Armr_3Rich,Shpe_1Rich,Shpe_2Rich,Resp_1Rich,Resp_2Rich,Size_1Rich,Size_2Rich,Size_3Rich,Rheo_1Rich,Rheo_2Rich,Rheo_3Rich,Ther_1Rich,Ther_2Rich,Ther_3Rich,Habi_1Rich,Habi_2Rich,Habi_3Rich,Habi_4Rich,Habi_5Rich,Trop_1Rich,Trop_2Rich,Trop_3Rich,Trop_4Rich,Trop_5Rich,TraitAbun,Volt_1Abun,Volt_2Abun,Volt_3Abun,Devl_1Abun,Devl_2Abun,Devl_3Abun,Sync_1Abun,Sync_2Abun,Life_1Abun,Life_2Abun,Life_3Abun,Exit_1Abun,Exit_2Abun,Desi_1Abun,Desi_2Abun,Disp_1Abun,Disp_2Abun,Flgt_1Abun,Flgt_2Abun,Drft_1Abun,Drft_2Abun,Drft_3Abun,Crwl_1Abun,Crwl_2Abun,Crwl_3Abun,Swim_1Abun,Swim_2Abun,Swim_3Abun,Atch_1Abun,Atch_2Abun,Armr_1Abun,Armr_2Abun,Armr_3Abun,Shpe_1Abun,Shpe_2Abun,Resp_1Abun,Resp_2Abun,Size_1Abun,Size_2Abun,Size_3Abun,Rheo_1Abun,Rheo_2Abun,Rheo_3Abun,Ther_1Abun,Ther_2Abun,Ther_3Abun,Habi_1Abun,Habi_2Abun,Habi_3Abun,Habi_4Abun,Habi_5Abun,Trop_1Abun,Trop_2Abun,Trop_3Abun,Trop_4Abun,Trop_5Abun,PTVlt6tol,PTVlt6tax,PTVgt8tol,PTVgt8tax,Iontol,Iontax,Nutrienttol,Nutrienttax,DOTemptol,DOTemptax,SusSedtol,SusSedtax,Finestol,Finestax,
BDB28964,C,1,0,0,47.6379,20.3,377.06,222.93,699.59,476.66,0,0,96.1,99.2,11.4,10.88,4.34,17.21,50.4,53.5,10.69,11.24,11.34,11,10.1,2.02,63.53,715.74,280.84,123.5,11.05,92.874,1.09,-27.23,20.05,30.73,0.23,56.29,1.39,1.82,220.18,1995,220,5,8,15.15,1,0.8,3.03,9,16.8,27.27,5,12.4,15.15,14,29.6,42.42,13,24,39.39,2,24.8,6.06,5,39.6,15.15,1,5.6,3.03,1,1.2,3.03,1,0.4,3.03,2,4.4,6.06,1,1.2,3.03,6,7.2,18.18,5,6,9.6,18.18,4,6.4,12.12,7,10.8,21.21,8,32,24.24,7,38.4,21.21,4,9.6,12.12,4,12,12.12,3,26,9.09,15,25.2,45.45,9,22,27.27,2,3.6,6.06,17,34,51.52,9,16,27.27,20,38.8,60.61,1,12.8,3.03,3,4.8,9.09,9,14.8,27.27,8,19.2,24.24,8,15.2,24.24,3,16.8,9.09,3.26,2.85,21.99,41.91,53.94,70,90,100,33,33,5,31,2,11,6,18,5,99,5,21,101,130,35,8,17,8,11,19,2,6,25,15,9,9,24,9,25,8,19,13,25,3,17,6,9,12,16,5,23,6,4,27,6,20,7,6,6,27,11,22,18,10,5,5,20,8,3,29,1,7,0,7,15,4,12,5,6,7,3,243,105,112,24,70,114,54,75,161,71,52,118,211,30,128,113,111,98,129,21,148,31,30,79,132,30,152,78,11,208,33,97,55,89,32,209,79,162,114,62,65,25,175,41,3,223,15,35,0,51,114,41,42,23,77,76,23,3.328571429,20,8,1,5.517361111,24,4.784722222,24,5.524305556,24,5.232638889,24,4.965277778,24
BDB28966,C,1,0,0,99.4491,20.81,821.23,615.98,1243.58,627.6,0,0,101.8,105.4,9.72,9.48,2.79,15.75,62.54,64.94,9.72,11.1,11.15,11.81,10.26,1.99,61.98,622.91,271.45,131.72,11.26,108.063,0.86,-37.71,23.05,31.09,0.23,62.62,1.4,2.52,185.62,1995,227,9,11.15,23.68,1,1.01,2.63,13,20.61,34.21,7,17.91,18.42,16,52.7,42.11,14,51.69,36.84,1,1.01,2.63,5,8.78,13.16,2,1.01,5.26,1,1.69,2.63,1,0.68,2.63,2,3.04,5.26,4,6.08,10.53,5,30.74,13.16,6.06,7,11.49,18.42,3,9.12,7.89,12,27.36,31.58,13,35.14,34.21,6,22.97,15.79,4,5.41,10.53,5,3.72,13.16,4,7.77,10.53,20,72.64,52.63,9,18.58,23.68,2,1.69,5.26,21,57.43,55.26,12,34.12,31.58,26,75.34,68.42,1,4.73,2.63,4,5.07,10.53,12,48.99,31.58,10,21.28,26.32,8,16.89,21.05,2,5.41,5.26,3.96,2.84,23.86,48.11,60.23,24.24,57.58,81.82,38,38,7,53,2,9,5,91,5,26,9,36,127,160,44,10,20,13,17,24,1,9,32,23,10,10,29,14,36,7,24,18,33,6,20,8,14,18,17,8,27,11,5,36,6,27,11,5,11,32,8,35,22,16,5,14,20,9,3,39,1,16,0,5,17,5,21,5,6,9,2,297,68,168,60,68,220,3,36,252,93,124,79,251,45,150,146,160,122,250,21,170,71,41,64,212,20,220,67,9,200,95,139,70,87,35,261,76,220,194,82,20,68,127,101,10,259,27,58,0,43,175,20,121,29,86,36,24,3.409677419,26,8,1,5.496354167,32,4.544791667,32,5.169270833,32,5.2015625,32,4.808333333,32
BDB28967,C,1,0,0,23.9535,35.93,989.18,686.23,1396.69,710.46,0,0,103.9,112.2,8.87,8.78,2.2,14.08,71.33,73.9,12.12,13.15,12.64,12.09,11,2.02,58.16,592.5,274.3,130.51,10.36,112.195,3.68,-42.39,24.89,26.81,0.24,65.39,1.39,2.08,193.83,1995,228,12,16.16,41.38,0,0,0,16,21.55,55.17,4,13.8,13.79,9,34.01,31.03,8,33.67,27.59,0,0,0,2,41.08,6.9,1,0.34,3.45,1,38.05,3.45,2,1.35,6.9,2,1.01,6.9,3,6.73,10.34,2,18.86,6.9,8.33,6,27.27,20.69,2,18.86,6.9,10,49.49,34.48,10,29.29,34.48,4,10.1,13.79,4,2.69,13.79,5,41.08,17.24,2,5.72,6.9,12,39.39,41.38,10,9.76,34.48,2,6.73,6.9,16,63.64,55.17,9,29.63,31.03,20,48.48,68.97,1,3.03,3.45,4,2.69,13.79,7,32.32,24.14,9,13.47,31.03,6,45.12,20.69,2,3.37,6.9,4.53,2.28,40.21,62.63,71.17,27.66,59.57,78.72,29,29,4,41,2,3,2,56,2,122,12,51,176,200,34,4,20,10,20,13,0,7,26,23,7,4,17,17,30,4,17,16,29,3,12,5,16,18,13,3,24,7,3,31,3,28,5,1,7,27,7,27,20,12,2,10,19,5,5,28,1,14,0,9,7,4,16,3,3,9,3,299,124,131,44,88,98,0,41,145,89,85,125,130,169,282,17,232,58,168,9,198,27,65,185,100,14,245,34,20,235,64,273,17,9,49,250,135,164,73,111,115,42,180,77,10,287,2,158,0,25,87,29,165,67,27,33,7,3.55,20,8,1,5.199155146,31,5.053149002,31,5.560291859,31,5.199949495,30,5.349155146,31
BDB28968,C,1,0,0,63.1413,35.89,1057.29,619.07,1462.89,843.82,0,0,102.8,121.6,8.38,8.07,1.36,13.36,89,88.08,14.43,14.48,13.93,13.5,11.9,2.04,57.66,575.03,269.91,138.12,11.18,129.165,4.2,-36.45,21.02,26.87,0.21,64.86,1.41,1.55,195.46,1995,223,11,26.84,28.95,1,0.37,2.63,16,43.75,42.11,6,19.49,15.79,14,40.81,36.84,13,39.34,34.21,0,0,0,4,5.88,10.53,1,1.47,2.63,1,0.74,2.63,3,4.04,7.89,3,11.76,7.89,3,17.28,7.89,4,8.09,10.53,15.07,6,26.84,15.79,2,5.51,5.26,15,34.93,39.47,13,27.57,34.21,4,12.13,10.53,5,9.93,13.16,4,4.41,10.53,3,5.51,7.89,17,55.88,44.74,13,23.16,34.21,4,11.4,10.53,19,48.16,50,13,41.18,34.21,24,72.79,63.16,2,4.78,5.26,5,14.34,13.16,12,38.97,31.58,7,19.49,18.42,9,16.91,23.68,3,5.15,7.89,3.48,3.18,12.35,27.09,39.84,27.4,64.38,79.45,38,38,6,53,3,32,4,22,4,16,11,76,68,100,42,7,27,8,21,19,1,11,29,23,12,7,26,16,35,7,23,18,34,5,19,8,14,21,14,7,30,8,4,37,5,28,10,4,10,32,9,32,21,15,6,8,25,9,7,35,0,13,1,10,13,5,18,4,5,10,5,274,34,181,59,141,127,4,90,181,143,108,23,187,87,220,54,161,101,238,21,120,48,94,114,108,52,180,73,21,245,29,199,56,19,72,202,59,214,118,123,33,67,146,61,19,255,0,105,3,46,82,38,89,32,36,64,53,3.117857143,24,8,2,4.64040404,33,4.558585859,33,4.671717172,33,5.06875,32,4.692929293,33
BDB28969,C,1,0,0,51.6609,29.98,716.78,336.92,1259.16,922.24,0,0,93,104.4,9.8,9.54,3.21,15.83,64.81,70.17,13.94,13.59,12.7,12.49,11.36,2.02,63.01,637,266.23,138.56,10.18,104.394,2.25,-36.05,21.07,29.06,0.22,58.94,1.39,1.73,203.97,1995,222,6,11.04,19.35,1,0.33,3.23,11,13.38,35.48,5,38.13,16.13,14,70.9,45.16,13,69.9,41.94,0,0,0,3,4.68,9.68,1,1,3.23,1,0.33,3.23,0,0,0,2,2.34,6.45,2,2.68,6.45,6,29.43,19.35,0,5,48.49,16.13,2,23.41,6.45,8,5.69,25.81,13,23.08,41.94,6,27.42,19.35,3,3.34,9.68,4,2.01,12.9,2,3.01,6.45,16,66.56,51.61,8,5.69,25.81,3,22.07,9.68,14,55.18,45.16,12,37.12,38.71,21,84.95,67.74,1,4.01,3.23,6,3.34,19.35,8,49.5,25.81,7,32.11,22.58,7,8.03,22.58,3,4.68,9.68,3.71,2.62,24.68,46.81,63.4,39.39,72.73,96.97,31,31,5,114,2,7,6,88,3,14,6,34,117,166,35,5,23,6,16,17,0,9,24,17,12,5,25,9,29,5,20,13,29,3,17,7,9,14,17,3,21,10,3,27,7,24,6,4,9,25,9,24,17,15,2,5,19,10,3,31,0,8,0,7,14,5,11,4,6,9,4,298,37,227,33,106,190,0,89,207,138,140,19,259,38,266,31,207,78,257,27,139,48,98,81,153,63,161,71,65,180,117,229,39,29,146,151,25,271,79,215,3,55,64,178,8,289,0,32,0,16,171,78,39,128,94,30,6,3.02962963,21,8,1,4.788690476,28,4.254761905,28,5.318452381,28,4.761111111,27,4.398809524,28
BDB29568,C,1,0,0,57.1959,16.77,372.47,229.75,803.7,573.95,0,0,88.9,94.8,11.66,11.01,4.26,17.7,45,51.57,10.14,10.92,11,11.01,10.13,2.01,64.26,721.8,278.46,125.51,13.64,95.241,1.14,-17.61,19.93,30.6,0.23,57.7,1.39,2.11,167.18,1995,221,6,10.44,20,0,0,0,9,14.48,30,5,30.98,16.67,11,44.78,36.67,10,44.11,33.33,1,1.35,3.33,4,8.75,13.33,1,0.67,3.33,1,1.01,3.33,1,2.36,3.33,0,0,0,2,1.01,6.67,5,13.13,16.67,22.58,5,17.85,16.67,3,12.46,10,7,21.55,23.33,11,14.81,36.67,7,41.08,23.33,2,5.39,6.67,3,4.71,10,4,5.72,13.33,18,66.33,60,7,17.85,23.33,1,7.74,3.33,18,75.76,60,6,11.11,20,17,73.4,56.67,1,4.04,3.33,0,3.7,0,11,27.61,36.67,6,42.09,20,9,14.81,30,3,5.39,10,4.21,2.89,14.52,37.1,53.63,29.03,77.42,96.77,30,30,5,92,0,0,5,39,4,26,6,34,92,133,35,7,19,8,14,18,1,6,27,18,11,5,24,10,29,5,21,12,30,1,15,7,11,16,14,4,24,7,3,26,8,23,7,4,10,24,10,24,19,12,3,7,19,8,3,30,1,8,1,4,17,4,15,5,7,7,0,293,98,141,52,87,197,4,42,246,131,71,89,247,44,204,87,218,61,251,21,99,117,63,85,187,19,185,77,29,229,62,175,98,18,83,208,102,189,162,124,5,56,159,76,16,255,20,29,2,38,181,41,152,52,53,34,0,3.813043478,17,8,1,5.849404762,28,5.204761905,28,6.032738095,28,5.701785714,28,5.163095238,28
BDB29571,C,1,0,0,17.4717,17.17,314.23,209.29,548.5,339.21,0,0,97.5,97.6,10.94,10.94,4.72,17.33,59,59,8.17,10,10,9.97,9,1.95,65.83,699.57,283.28,120.95,11.32,103.446,1,-17.78,17.61,33.35,0.21,52.45,1.37,1.66,127.96,1995,219,11,25.84,26.83,1,2.01,2.44,17,36.91,41.46,3,11.07,7.32,12,29.53,29.27,10,28.52,24.39,2,1.34,4.88,6,25.84,14.63,2,1.01,4.88,1,15.77,2.44,2,6.38,4.88,1,2.01,2.44,2,4.03,4.88,6,15.44,14.63,24.68,6,16.44,14.63,3,14.43,7.32,8,33.89,19.51,18,33.56,43.9,6,11.41,14.63,3,5.37,7.32,7,23.49,17.07,5,8.39,12.2,18,39.93,43.9,13,31.88,31.71,1,4.03,2.44,27,78.86,65.85,8,7.72,19.51,27,59.73,65.85,2,6.71,4.88,3,2.35,7.32,11,20.81,26.83,13,36.58,31.71,10,28.19,24.39,4,8.05,9.76,4.74,3.1,17.94,35.5,47.71,22.08,58.44,84.42,41,41,3,33,1,6,6,46,6,77,11,78,93,125,48,7,32,7,18,24,3,13,30,19,16,11,27,19,33,13,26,19,36,3,25,5,15,21,15,10,34,7,5,39,7,31,11,4,11,35,14,32,25,16,5,6,31,9,4,40,0,15,2,10,15,4,15,7,4,15,5,294,65,185,37,131,105,4,55,179,119,87,81,148,139,235,52,154,115,180,32,136,38,95,173,93,21,223,41,23,231,56,230,35,22,57,230,91,196,128,102,57,36,187,64,25,260,0,113,3,53,83,35,114,50,29,74,20,3.803125,27,8,2,5.268229167,32,5.135416667,32,5.5390625,32,5.024193548,31,4.90625,32
BDB29573,C,1,0,0,41.5404,21.19,662.39,474.04,1004.04,530,0,0,110.3,110.3,10.03,10.03,3.36,16.99,58.59,58.59,8,9.7,10,11.23,10.4,1.94,66.5,638.25,274.32,133.86,10.65,114.612,1.81,-35.66,21.77,31.25,0.22,62.45,1.41,1.85,126.25,1995,223,8,10,22.86,0,0,0,13,37.59,37.14,4,15.86,11.43,13,46.55,37.14,12,43.79,34.29,2,2.07,5.71,3,7.93,8.57,1,2.76,2.86,0,0,0,2,2.41,5.71,3,11.03,8.57,3,5.52,8.57,5,16.9,14.29,24.14,8,25.17,22.86,4,16.55,11.43,10,17.24,28.57,12,46.55,34.29,6,15.52,17.14,4,4.83,11.43,4,5.86,11.43,3,2.76,8.57,21,57.24,60,9,25.86,25.71,2,5.86,5.71,17,53.1,48.57,12,34.48,34.29,24,67.24,68.57,2,6.21,5.71,4,11.38,11.43,14,31.03,40,6,24.83,17.14,6,21.72,17.14,3,7.59,8.57,3.98,3.09,15.35,31.58,43.86,35.71,71.43,85.71,35,35,4,46,3,32,5,49,3,23,8,34,78,112,44,7,27,9,20,20,3,11,32,23,14,6,28,15,35,8,24,18,36,4,19,8,15,19,15,9,30,9,4,35,8,28,11,4,11,32,14,29,25,14,4,8,23,12,4,38,0,13,0,7,18,5,14,8,5,13,3,291,31,228,31,93,177,20,72,218,142,118,30,212,78,230,60,193,80,226,44,180,45,48,86,149,55,186,84,20,229,61,198,65,27,85,205,113,177,98,158,34,45,148,97,12,277,0,59,0,68,126,37,41,60,40,122,27,3.316666667,24,8,2,4.936484594,34,4.945518207,34,5.388305322,34,4.96073975,34,4.877170868,34
BDB29654,C,1,0,0,51.2631,19.76,426.04,241.17,656.69,415.52,0,0,98,98.2,11.05,10.7,4.14,17.36,59.12,56.62,7.71,9.49,10,10.85,9.42,1.92,66.62,696.65,277.82,127.68,10.68,103.908,1.31,-25.8,16.09,40.04,0.2,60.7,1.39,3,128.24,1995,220,5,5.67,13.89,1,0.67,2.78,7,16.67,19.44,6,35,16.67,16,50.67,44.44,16,50.67,44.44,1,0.33,2.78,4,9.33,11.11,0,0,0,1,0.33,2.78,2,1,5.56,2,2,5.56,3,4.67,8.33,8,13.67,22.22,17.65,6,19.33,16.67,3,11.33,8.33,14,43.67,38.89,9,14.67,25,11,25.67,30.56,2,1,5.56,2,1,5.56,3,2,8.33,25,63.33,69.44,6,4.67,16.67,2,5.33,5.56,21,78.33,58.33,12,12.33,33.33,27,85,75,1,8,2.78,4,2.67,11.11,16,49.67,44.44,7,32.67,19.44,6,5.67,16.67,1,8,2.78,4.12,3,17.82,39.66,52.3,29.41,82.35,100,36,36,6,105,2,6,8,41,4,28,5,17,110,157,41,12,23,6,10,28,2,8,31,14,16,11,32,9,30,11,27,13,33,4,20,13,7,16,18,7,28,9,4,30,10,20,14,7,12,29,13,28,18,16,7,5,24,12,4,36,1,7,1,4,25,4,19,5,8,7,2,246,72,154,20,74,168,3,61,182,64,100,82,224,22,133,113,190,32,207,11,118,72,32,62,156,28,161,66,19,194,51,136,71,39,67,179,87,159,103,128,15,40,137,69,6,237,3,49,1,7,148,41,82,48,47,37,32,3.2625,27,8,1,5.550925926,36,4.721560847,36,5.558201058,36,5.043650794,36,4.808201058,36
BDB29655,C,1,0,0,39.9213,18.71,500.49,329.17,873.98,544.81,0,0,95.5,98.5,10.23,10.17,3.44,17.29,54.6,57.59,7.79,9.77,10.34,11.05,10,1.97,65.91,652.73,275.99,131.4,10.66,107.205,1.39,-28.79,17.61,33.67,0.21,53.31,1.37,1.91,136.46,1995,222,12,41.83,31.58,0,0,0,15,44.11,39.47,2,3.42,5.26,12,20.15,31.58,10,16.35,26.32,1,3.42,2.63,3,14.83,7.89,2,3.8,5.26,1,8.75,2.63,2,2.28,5.26,2,2.28,5.26,3,13.69,7.89,6,10.65,15.79,5.45,4,10.27,10.53,2,4.56,5.26,12,27.76,31.58,14,27.38,36.84,9,23.57,23.68,5,17.11,13.16,7,16.35,18.42,5,27.38,13.16,22,61.6,57.89,11,28.14,28.95,0,2.28,0,23,74.14,60.53,9,9.89,23.68,26,58.94,68.42,1,0.38,2.63,3,2.66,7.89,10,11.79,26.32,13,44.49,34.21,9,30.04,23.68,4,5.32,10.53,4.45,2.96,14.81,39.09,57.2,32.73,72.73,86.36,38,38,2,9,2,6,6,28,3,39,12,121,95,139,45,10,22,12,21,21,1,4,37,21,12,11,23,21,36,8,19,25,36,6,21,7,16,21,15,6,31,11,2,36,8,26,14,4,7,37,10,34,27,13,4,17,19,8,2,41,1,18,0,6,18,2,18,3,8,13,2,262,79,85,95,134,93,9,17,211,137,66,56,105,154,232,27,100,159,206,21,120,18,121,188,43,20,223,28,8,200,59,169,76,14,59,200,43,216,151,75,33,115,86,58,6,248,5,131,0,32,88,8,129,12,60,55,3,3.841935484,26,0,0,5.730107527,31,5.530107527,31,5.569892473,31,5.119354839,31,5.269892473,31
BDB29656,C,1,0,0,20.583,19.31,530.72,395.4,781.98,386.58,0,0,98.9,99.4,10.08,9.93,3.17,16.42,57.13,58.05,8.14,10,11,11.16,10,1.98,64.82,653.9,275.35,131.73,10.82,106.144,1.97,-41.64,16.46,35.01,0.2,52.57,1.36,1.39,130.99,1995,221,9,25.84,32.14,0,0,0,13,30.54,46.43,1,1.68,3.57,6,23.49,21.43,5,22.82,17.86,1,0.34,3.57,3,4.03,10.71,1,0.67,3.57,1,2.01,3.57,5,8.72,17.86,2,5.37,7.14,1,11.74,3.57,2,15.77,7.14,33.77,2,16.11,7.14,1,15.44,3.57,6,24.16,21.43,9,26.85,32.14,8,29.53,28.57,3,3.36,10.71,5,5.7,17.86,3,13.76,10.71,12,76.17,42.86,10,29.19,35.71,1,0.67,3.57,19,74.83,67.86,4,18.46,14.29,19,77.52,67.86,1,1.68,3.57,3,5.7,10.71,4,31.54,14.29,12,40.27,42.86,6,16.78,21.43,3,2.68,10.71,4.12,2.64,22.8,52,62,45.45,75.32,93.51,28,28,1,5,2,16,2,47,3,12,9,79,130,177,33,8,21,3,15,14,2,5,25,15,8,9,18,14,23,9,15,16,25,4,14,7,10,14,13,4,25,6,1,29,3,18,11,3,6,26,13,19,21,7,4,5,21,6,5,27,0,11,0,6,13,2,13,2,4,11,2,299,131,126,41,97,189,6,20,270,94,114,90,207,91,204,94,186,107,261,25,118,96,79,102,143,51,268,28,2,241,57,152,139,7,30,268,136,162,170,73,55,48,181,69,26,272,0,82,0,22,187,7,147,46,18,75,12,3.808695652,19,8,1,5.231884058,23,5.664182195,23,5.330227743,23,5.146583851,23,5.199792961,23
BDB29657,C,1,0,0,18.2988,12.41,375.23,234.84,604.04,369.2,0,0,96.3,96.6,10.9,10.93,4.67,17.11,59.95,59.74,8,10,10.01,10.01,9.36,1.93,63.51,695,280.64,123.66,10.49,104.488,0.07,-16.47,14.1,38.15,0.18,50.25,1.34,1.42,122.07,1995,222,12,12.46,34.29,1,0.34,2.86,14,16.16,40,4,28.28,11.43,13,59.6,37.14,11,57.24,31.43,1,1.01,2.86,4,7.74,11.43,2,2.36,5.71,1,5.39,2.86,3,3.37,8.57,3,9.43,8.57,3,4.04,8.57,4,19.53,11.43,27.03,5,21.21,14.29,3,17.51,8.57,12,20.54,34.29,11,17.51,31.43,5,34.68,14.29,2,6.06,5.71,5,10.1,14.29,4,3.03,11.43,19,72.39,54.29,10,15.49,28.57,0,0.34,0,25,69.02,71.43,7,26.26,20,26,82.15,74.29,1,1.01,2.86,3,11.11,8.57,9,29.63,25.71,14,41.41,40,6,13.13,17.14,1,1.01,2.86,3.66,3.03,16.59,32.74,46.19,24.32,64.86,78.38,35,35,4,84,3,28,4,58,4,23,12,38,107,138,41,9,24,8,19,20,1,8,31,21,12,8,24,17,36,5,22,18,32,5,19,5,16,19,14,8,27,9,5,36,5,29,9,3,9,32,12,29,23,13,5,9,24,8,4,37,0,15,1,8,13,4,15,5,5,14,2,298,78,200,20,113,166,3,50,231,142,124,32,233,65,288,10,221,74,241,34,197,38,60,117,131,50,175,97,26,209,89,217,69,12,130,168,85,213,94,164,40,76,95,127,11,287,0,58,3,36,176,25,56,72,101,53,16,3.748275862,26,8,1,4.966049383,27,5.179012346,27,5.700617284,27,5.157407407,27,4.74691358,27
BDB29658,C,1,0,0,13.1436,16.38,331.61,198.09,657,458.91,0,0,99.5,100.9,10.51,10.28,4.55,16.49,60.1,61.74,7.42,9,10,9,8.57,1.9,62.74,688.54,281,125.58,10.93,109.359,0.88,-22.22,16.3,34.72,0.2,53.46,1.36,1.64,138.49,1995,219,10,17.29,26.32,0,0,0,16,32.54,42.11,5,31.86,13.16,16,57.97,42.11,15,51.86,39.47,0,0,0,2,3.73,5.26,1,6.1,2.63,1,2.37,2.63,5,4.07,13.16,3,3.39,7.89,3,9.83,7.89,7,16.61,18.42,23.53,6,25.42,15.79,4,15.59,10.53,12,30.85,31.58,15,31.53,39.47,7,15.25,18.42,3,2.03,7.89,6,18.98,15.79,3,2.71,7.89,24,50.85,63.16,8,19.66,21.05,2,20,5.26,20,76.27,52.63,11,9.49,28.95,26,70.51,68.42,1,1.36,2.63,5,3.73,13.16,12,21.02,31.58,9,45.76,23.68,6,17.29,15.79,2,3.39,5.26,3.92,3.13,11.85,32.23,48.34,45.1,72.55,86.27,38,38,5,94,3,10,7,49,2,11,10,54,85,125,46,7,27,12,22,23,0,11,34,23,17,6,32,14,38,8,30,15,39,5,20,11,14,20,21,5,32,10,4,37,9,34,10,2,10,36,18,28,27,16,3,7,28,11,8,38,0,16,0,4,21,5,19,7,4,12,4,297,45,149,103,158,132,0,107,183,154,102,41,227,70,252,45,199,94,241,45,128,69,96,101,166,30,171,64,62,243,54,248,44,5,100,197,60,237,168,112,17,55,182,60,51,246,0,100,0,18,113,66,128,52,32,56,29,3.432352941,26,8,1,4.814646465,33,5.134343434,33,4.643939394,33,4.816666667,33,5.036363636,33
